temp,hum,windspeed,day
28.64924582708341,0.37816142311392975,0.16005179733679903,3
19.382061589750045,0.45213339518234386,0.10100591127410673,1
13.162167917516964,0.7199519286958684,0.24898150374892336,3
27.434967068489737,0.38600912024439976,0.27171200067742796,3
16.198331496620156,0.3366339219434835,0.13057637461735783,0
31.490181787696194,0.7213858839516483,0.16259686451406002,4
18.10266004453221,0.8700388747570935,0.14021404697259598,4
13.994566996198774,0.7079402241258904,0.1833602221254943,0
10.771987700699366,0.8188780011893606,0.05863779101408402,1
33.615409116242134,0.7756181600037613,0.11413528185277823,5
15.457592357666002,0.54675351630523,0.2296158372290178,1
22.54190226722769,0.8313923929669906,0.29634848544886044,0
14.507025600369083,0.3037348541369655,0.23855976561374398,4
25.343278589950096,0.5811652656821711,0.21773627245467164,3
26.439510383824615,0.45365911767376077,0.22643999605384696,0
31.456246558779103,0.6580559489728138,0.1285984701200777,2
20.19077379834304,0.7442269636763541,0.16645406367552573,0
13.721488740998517,0.39227029610821806,0.06489099533018601,1
19.091354105519326,0.7804872285614934,0.10780882150919145,3
22.702008865820723,0.34344120753575785,0.1597619032174613,0
29.401453462859646,0.8526989924756738,0.23595545886217167,4
14.245931926223568,0.4784470839129574,0.14403145112361426,0
21.246212289452252,0.7571795190117925,0.17997908673304153,6
25.313734923958588,0.3325439070359496,0.10562830885448483,4
28.847383619562752,0.4645095947298935,0.12370318622680622,5
20.27427362389416,0.6198641967231453,0.16437148552294883,3
16.84448108967071,0.33661124705441936,0.2724792622698792,4
28.59609177813482,0.598910886074703,0.061090152301852066,4
25.778036638119644,0.36466792590299385,0.10760753266143343,0
33.09688580784114,0.8194990550291175,0.24764389575039303,1
28.751582981428648,0.6268363232220782,0.058009402452930084,4
18.32958637224691,0.586773037525181,0.1878333023889026,6
21.92939314181683,0.342446207257275,0.26138403480401534,0
24.03365777087454,0.8292806002919539,0.08607485498104074,3
20.218744609807963,0.49913725643934687,0.06301968909755472,0
33.84366826534843,0.4624585653648903,0.22537282834931588,3
22.148352302521197,0.38764890071070857,0.07975975154631475,3
22.913524791700773,0.3954954522942384,0.2561058773265645,1
32.516404898033855,0.564481545610003,0.2989560564673096,5
12.91554995400826,0.3045753712568314,0.24502705654112528,2
34.9092444897562,0.8446334843491392,0.1735716812730193,6
27.7550936572273,0.8944826554625522,0.25129530494594965,4
27.0458424432855,0.45642578188695215,0.21502822154258627,0
11.60288648551527,0.5332126310079903,0.09765747372705373,0
29.81465722939952,0.46654155789529317,0.18982506162977597,0
21.238770098390983,0.8895290403571332,0.1527265156825563,5
22.73561438409657,0.8315567251597016,0.11591237520990326,2
32.69466217452188,0.6286432746059523,0.29057776883609543,6
25.4098223540044,0.8049491974757093,0.13306532682947186,5
26.547199771699038,0.41561759020345396,0.14864312231260723,0
24.785839640882287,0.5373210795053036,0.186502879888144,3
29.948061802146842,0.7339778990227033,0.0770730984442219,6
14.331715028855253,0.522487783334657,0.06884456194838724,4
27.78781091322226,0.48712850244631556,0.22303616447577868,4
21.39830951922362,0.4463139565789746,0.16060031546156706,2
19.753178078790167,0.8485611011792937,0.1806432285853241,3
18.329001921926512,0.45636238222398595,0.20999530965653895,6
28.868443720302746,0.6548703746580138,0.28784184825206927,4
22.32338276094532,0.6599075866912052,0.2386309063470275,3
12.016689533999303,0.850531558131663,0.1571402815826914,4
23.36605395836135,0.6168546733070228,0.15798577046655948,4
26.439910603326783,0.8843942455506411,0.13026706531781435,5
11.332485105079348,0.3333701683779234,0.10139449192283238,5
25.375445959630667,0.741487286227291,0.2666436720923748,0
26.93393910298245,0.8335542206925115,0.21881710674580035,5
28.853907033181756,0.5736165089380814,0.16414792642792575,2
10.321080535666843,0.7756794720886002,0.13577858927370245,5
20.2898730767806,0.7839851987840427,0.16689580914976432,1
26.072955963022313,0.6136392998004003,0.23578028351694463,1
14.143252736869272,0.6232189260245018,0.12427956245049611,0
18.62607275282304,0.4504575313467766,0.16266362527126033,6
31.147404980260344,0.6185919035484417,0.2748593770850261,1
24.298458956140752,0.7363095364099499,0.24890789965581273,0
27.806465615009902,0.8846773088172935,0.07856857280701506,3
17.224813572206536,0.40377971685896574,0.1795209871230577,6
20.90087418703869,0.46452154443553983,0.2695721081972293,2
14.415207973706686,0.7032812750854197,0.17282811577750656,4
34.606082409812785,0.6882725600821403,0.08622471418701132,1
33.978719487563986,0.7972393844823792,0.19465470143319197,0
29.79367636700663,0.5276310549260382,0.20189201792318268,5
