Id,SalePrice
1,1.0505781026857821
2,1.156723847010421
3,4.182663748350173
4,2.2601407457898497
5,2.8489313395532814
6,1.383108146205006
7,2.2107567674431063
8,1.3632242634379785
9,4.121118936344333
10,4.513498397408949
11,1.1283523326095135
12,2.1244839254913312
13,2.131449778353402
14,2.1287442177598157
15,2.179499596486801
16,1.4123887497744008
17,2.2210200048237407
18,2.152944014069213
19,1.3591062851832207
20,0.9815608896175638
21,4.294885395128203
22,4.249203305784398
23,1.294604896975805
24,4.220785345705359
25,1.4163842703604197
26,1.0943485932553727
27,1.216976143279384
28,1.1160327083441681
29,2.1064206413337248
30,4.229293325750428
31,1.0870678870264436
32,0.9171943179457307
33,1.2553169741216261
34,4.320215686114318
35,2.870707639685875
36,2.263744760109192
37,4.1835446236465685
38,1.2452068550036306
39,1.1465388860416463
40,1.2338694453027828
41,2.340596793195212
42,1.2624580712361178
43,1.11496695659306
44,2.172022490796547
45,1.2862393486773236
46,2.805007964328964
47,1.2387997272478615
48,2.707913493966403
49,2.0890958634892036
50,1.1240345770158953
51,2.1755923683680995
52,1.2237900818742364
53,1.163903065299736
54,0.9218484637635096
55,1.2679714928300274
56,1.3542864101840395
57,0.9844619652343765
58,2.1993849776373247
59,2.2621967085136525
60,2.205525247564482
61,4.1957526723949625
62,2.0381486729660807
63,1.1275986758062535
64,1.08572111572927
65,3.0496857001121356
66,2.224552201923661
67,1.9510748628184986
68,1.2927818526047037
69,1.22839088678046
70,1.1934486971812635
71,1.233735692681631
72,2.1795363588181673
73,1.1903530064895478
74,1.2846750704827685
75,2.0780219686895456
76,1.2156062333414606
77,4.221085372655603
78,2.200182074628708
79,1.4423292702753514
80,2.7632766803653097
81,0.9859227284327903
82,1.1546173392335768
83,1.1752838214304833
84,1.1257878665939554
85,4.373247356267665
86,2.158405677407494
87,0.9936496907055822
88,1.0377089677538327
89,1.0806303760584104
90,2.1411839490500664
91,1.1644432986185866
92,2.9432196196937435
93,1.1222577060264216
94,1.0279344172677014
95,1.1376879786448906
96,1.1068933470030848
97,3.0579684507796157
98,2.028099918370746
99,1.1586965842778154
100,2.1805446034711684
101,1.195777924458823
102,4.5543370604559215
103,4.192506895273516
104,3.0240246943422933
105,2.244827295866359
106,1.2601601254719825
107,2.028936009293598
108,3.056465983614726
109,2.2010827493838203
110,1.1106116108289867
111,1.2249669246541992
112,2.3480851344729867
113,2.9501036166239407
114,4.366337102928801
115,1.240197221551236
116,1.2666794607385612
117,1.2832729211413934
118,2.8904547856701823
119,2.8577948848550214
120,2.1895140379957887
121,2.0197545370079153
122,1.2900081462419817
123,3.0233268706024816
124,2.022531825661702
125,1.1830180059366735
126,1.155351795232991
127,0.9243313172094154
128,2.0515878634291327
129,2.1615047563424916
130,1.2869456104432508
131,2.303513750677279
132,5.4151828844932215
133,3.0697778850626536
134,1.130820701486875
135,2.0913088442582985
136,1.055021033778482
137,1.393362669856404
138,3.9808287573796655
139,2.89927733022514
140,4.0577673731232675
141,3.941060215006514
142,1.1496868501866888
143,1.243506481201965
144,2.0454043554107826
145,3.321677067281058
146,1.2100196978460405
147,4.207726783949509
148,1.8606807889399988
149,1.0478748806213052
150,1.1447726429195388
151,1.1408527345016695
152,1.1123081127896641
153,1.364601196028616
154,1.1909761639339291
155,2.830287441309685
156,3.0128289791758682
157,1.395311347384041
158,2.2104653797064246
159,1.0162347508403538
160,1.0462981239998983
161,2.3423492941598356
162,2.158422217503908
163,4.438815598611667
164,1.0617886937552687
165,0.9524603472551586
166,2.311814934437243
167,1.2592855780955414
168,1.1441406495618163
169,1.234270616818448
170,2.357327126621775
171,2.9178685296098923
172,2.8382156351861085
173,3.021526468062744
174,3.0120838727616146
175,1.0263531019957461
176,1.0215710332315093
177,1.8839514154869146
178,1.1225893369322135
179,1.3559332147031968
180,1.1296896776228889
181,3.0609002341352296
182,4.275374502355497
183,1.2317036377727204
184,3.0191968939185987
185,0.9539939629254194
186,1.004317933698907
187,1.232273043755645
188,1.2626020711512338
189,4.4606518747660395
190,2.8858113334482054
191,1.26334949795619
192,2.2239227566953925
193,1.174282873942344
194,1.2978808745727626
195,3.770718889017966
196,1.0311055783667884
197,2.171191100779935
198,1.1944026604090452
199,4.843680397018137
200,1.1842860180403734
201,2.932918985490731
202,4.666515722078929
203,2.9765662779256896
204,1.3320635677336055
205,1.4708253656813042
206,1.9836780288774158
207,0.8921123618280762
208,0.9126486141322399
209,2.232664541559198
210,2.006119554704281
211,1.2119496914595205
212,4.994598648490177
213,2.3575329592003404
214,3.0599380289059352
215,1.1766122602749898
216,1.2144253662003457
217,2.0814369733560376
218,1.027312192273474
219,4.060727495013213
220,1.1776079564259978
221,0.9851067009576028
222,1.2795668854061086
223,3.06990275888411
224,1.3312802576488258
225,1.1241219241553075
226,0.972239485860644
227,2.939234620975829
228,1.0742689154104803
229,2.174431926795322
230,2.171118217661467
231,4.189020265763277
232,2.867594475255048
233,1.0739885537323035
234,4.21928602816881
235,1.1016754340063497
236,1.0128208018126186
237,4.371958595390126
238,4.599168540454061
239,1.2488704314381884
240,2.9213096734593926
241,2.202634855283702
242,1.17966102041681
243,1.2696271324148702
244,1.1324144425482319
245,1.0598921123384801
246,2.9616140205351105
247,4.119469188154774
248,2.1694347708657404
249,2.22063158530479
250,1.3289226101429261
251,1.8989737020148683
252,2.151343345105537
253,1.2705805840807167
254,1.2749394861494863
255,1.0402261807457207
256,2.9272177490329234
257,2.0376000355353954
258,1.3348431839079218
259,1.024225047782262
260,1.179828728346311
261,1.3290152766366559
262,2.280466744248217
263,4.382670969074524
264,2.2996401884792927
265,1.0114990488049926
266,4.160444595874106
267,1.1608082095081182
268,2.0435363594794724
269,4.3096382662419455
270,1.206979612050401
271,5.349626300284051
272,2.7988756466358615
273,2.1430396691528717
274,2.175449444777416
275,1.0012751998940084
276,1.0730021163590358
277,1.3566130095438236
278,1.1505397777523267
279,1.1504601637263194
280,1.3462405684394323
281,1.2778510454209444
282,2.176898596363982
283,1.1070426232928108
284,1.1809645157142041
285,2.8435391609017984
286,1.5899953545762355
287,3.087166466337877
288,1.3191891053960771
289,2.4101862668402587
290,4.542462399235131
291,1.290159606612434
292,1.0723113594715281
293,1.1938111833232201
294,1.9911181692720834
295,1.2822332236737737
296,1.0356663789406888
297,4.140330428273678
298,0.9778714527324296
299,2.2581319601245013
300,1.398197010897858
301,0.9179429709766994
302,1.079142323995678
303,4.4385470890891785
304,1.113489790494436
305,1.1937518429379461
306,4.409824577942718
307,2.826758661185517
308,1.0931775177238772
309,2.4336866291518255
310,1.285123999083561
311,2.055346756331301
312,1.836873360118733
313,2.3123478554028774
314,2.9015475485644457
315,5.269910675661382
316,1.2708599712101443
317,1.0579861355098545
318,2.1135264677473935
319,1.3579067275010783
320,4.334849878220586
321,2.2379140433346385
322,2.3183125625999836
323,2.0420348873530183
324,4.642969134063989
325,2.18351846541371
326,1.2373914723448654
327,2.165356901516195
328,0.9805809474989688
329,1.2352122664109475
330,1.231625382299741
331,1.1210792566284087
332,2.8368065096681203
333,3.0149198932395054
334,2.2206149928215257
335,1.1267565761656635
336,2.286192323325147
337,1.0643617347340981
338,0.9789616039678756
339,1.0364204914233908
340,4.518999935428299
341,2.163573011208436
342,1.0643951015606543
343,0.978636526175371
344,1.4551692628776145
345,2.160187713118522
346,1.1210641066597005
347,4.180320311552261
348,4.129790104104075
349,4.918305873342234
350,4.101344193100142
351,0.9296189735609985
352,2.1604729097360025
353,1.0483524952577559
354,0.9887219617540733
355,1.254611724963862
356,2.051658288196386
357,1.0429423975800152
358,1.4241514052032258
359,2.947615402563571
360,1.2917816922370515
