Id,SalePrice
1,2973413111.680811
2,3276969433.6873283
3,2037136930.3195367
4,2521221562.0583105
5,1997030453.3605278
6,3384975225.673791
7,4291892409.763157
8,2516969321.5745263
9,1634375959.0889165
10,1362905159.075998
11,4324124893.193638
12,1983445059.3031101
13,1876275336.7698557
14,1564798372.6498978
15,2002367796.7457252
16,1831452003.5432649
17,1011266976.4410485
18,3024002378.222663
19,2948195185.8960147
20,3023099741.5084786
21,2532047885.193586
22,3440048673.0119185
23,1840078017.8802283
24,1917647290.2269075
25,4155745658.464758
26,5016941997.802454
27,1559526244.8893707
28,1515398390.8293953
29,6647351298.699458
30,1514391673.956486
31,2019367645.7841158
32,1574467318.8588777
33,3025212234.7438436
34,3332861419.171206
35,2406948741.7836146
36,2320416035.4195366
37,2343235988.8447895
38,1605792252.563962
39,1755599652.8049557
40,1407656002.5326402
41,4019393769.909989
42,1831293592.7354712
43,3236726053.6388
44,2118204788.8749702
45,3400381429.463431
46,2965761825.863237
47,3025239702.9768686
48,2339515388.4137254
49,4053966962.7998877
50,1514242036.1374054
51,3767073546.1892333
52,1513711555.2464187
53,3913674930.0008755
54,2269830901.11591
55,1836418310.226231
56,1468544031.7033846
57,2899906423.957396
58,1212168940.412248
59,3249913904.001801
60,1916037397.7218254
61,1605462449.292712
62,1078874101.0752792
63,3245535583.4217796
64,2500762308.923364
65,2701852314.0848503
66,1897679964.9543962
67,3327204585.1906285
68,1514416813.6573203
69,4231473248.9801416
70,2874424504.008076
71,1439434228.9974172
72,3205384278.48281
73,4230591547.8830357
74,5288996442.286765
75,1355523581.6715004
76,2149343046.0126214
77,1831496217.1302483
78,2428230448.0137286
79,3024117980.224642
80,2671598944.766279
81,3206813890.8028407
82,2057865229.9032197
83,2773346091.863979
84,3361380506.599841
85,860039364.9876255
86,3004362986.867846
87,1413049603.2959073
88,1740840654.0111837
89,3740038676.44584
90,3025578416.562964
91,963771795.5363764
92,4055230061.4496427
93,2746508950.583681
94,1721092325.0736024
95,4322353548.09112
96,1867629861.5763688
97,2937920421.059581
98,2924261860.4034214
99,2772506508.518881
100,3326222338.566218
101,1635309739.3936732
102,2320832762.5553694
103,1499608653.0691204
104,1666305712.4794104
105,3023760807.2485814
106,3491272530.691471
107,3025402117.1674294
108,3024901508.4859033
109,3074945120.0108175
